fname,department,tag,info
부산광역시 서구 종합병원,,종합병원,서구 종합병원
부산광역시 서구 병원(의원급),,병원(의원급),서구 병원(의원급)
부산광역시 금정구 진단용방사선발생장치 설치 및 운영현황,,진단용방사선발생장치,금정구 진단용방사선발생장치 설치 및 운영현황
대구광역시 수성구 산후조리원 현황,,산후조리원,수성구 산후조리원 현황
부산광역시 서구 보건소 예방접종 정보,,보건소,서구 보건소 예방접종 정보
경기도 부천시 소독의무 대상시설,,소독의무,부천시 소독의무 대상시설
전라남도 장흥군 담배소매업 현황,,담배소매업,장흥군 담배소매업 현황
경기도 부천시 안경업소 현황,,안경업소,부천시 안경업소 현황
부산광역시 연제구 흡연실 현황,,흡연실,연제구 흡연실 현황
인천광역시 연수구 자동심장충격기 설치 현황,,자동심장충격기,연수구 자동심장충격기 설치 현황
보건복지부 발달재활 제공기관 현황,보건복지부,제공기관,발달재활 제공기관 현황
인천광역시 연수구 안마업소 현황,,안마업소,연수구 안마업소 현황
인천광역시 연수구 안전상비 의약품 판매업소 현황,,상비약품 판매업소,연수구 안전상비 의약품 판매업소 현황
인천광역시 연수구 일요일 당번 약국 현황,,당번약국,연수구 일요일 당번 약국 현황
인천광역시 연수구 의약품 도매상 현황,,의약품도매상,연수구 의약품 도매상 현황
인천광역시 연수구 치과기공소 현황,,치과기공소,연수구 치과기공소 현황
부산광역시 금정구 특수의료장비 관련 정보,,특수의료장비,금정구 특수의료장비 관련 정보
부산광역시 연제구 산후조리원 현황,,산후조리원,연제구 산후조리원 현황
경상북도 보건진료소 현황,,보건진료소,보건진료소 현황
경상북도 보건지소 현황,,보건지소,보건지소 현황
인천광역시 코로나19 검사건수,,검사건수,코로나19 검사건수
전라남도 광양시 약국현황,,약국현황,광양시 약국현황
전라남도 광양시 암검진 의료기관 현황,,암검진,광양시 암검진 의료기관 현황
경상북도 산후조리원현황,,산후조리원현황,경상북도 산후조리원현황
보건복지부 응급안전서비스 운영기관 현황 정보,보건복지부,운영기관,응급안전서비스 운영기관 현황 정보
인천광역시 중구 약국 현황,,약국,중구 약국 현황
건강보험심사평가원 보건의료빅데이터개방시스템 임상간호인력현황정보,건강보험심사평가원,임상간호인력현황정보,보건의료빅데이터개방시스템 임상간호인력현황정보
건강보험심사평가원 보건의료빅데이터개방시스템 의료시설및장비통계,건강보험심사평가원,의료시설및장비통계,보건의료빅데이터개방시스템 의료시설및장비통계
건강보험심사평가원 보건의료빅데이터개방시스템 의료인력통계,건강보험심사평가원,의료인력통계,보건의료빅데이터개방시스템 의료인력통계
건강보험심사평가원 보건의료빅데이터개방시스템 의료기관수통계,건강보험심사평가원,의료기관수통계,보건의료빅데이터개방시스템 의료기관수통계
건강보험심사평가원 보건의료빅데이터개방시스템 ATC3단계별사용통계,건강보험심사평가원,ATC3단계별사용통계,보건의료빅데이터개방시스템 ATC3단계별사용통계
건강보험심사평가원 보건의료빅데이터개방시스템 ATC4단계별사용통계,건강보험심사평가원,ATC4단계별사용통계,보건의료빅데이터개방시스템 ATC4단계별사용통계
부산광역시 연제구 정기 예방접종 현황,,예방접종,연제구 정기 예방접종 현황
건강보험심사평가원 보건의료빅데이터개방시스템 성분사용통계,건강보험심사평가원,성분사용통계,보건의료빅데이터개방시스템 성분사용통계
건강보험심사평가원 보건의료빅데이터개방시스템 약효분류군사용통계,건강보험심사평가원,약효분류군사용통계,보건의료빅데이터개방시스템 약효분류군사용통계
건강보험심사평가원 보건의료빅데이터개방시스템 질병별의약품통계,건강보험심사평가원,질병별의약품통계,보건의료빅데이터개방시스템 질병별의약품통계
건강보험심사평가원 보건의료빅데이터개방시스템 의약품사용통계,건강보험심사평가원,의약품사용통계,보건의료빅데이터개방시스템 의약품사용통계
경상남도 남해군 건물위생관리업현황,,건물위생관리업현황,남해군 건물위생관리업현황
경기도 연천군 약국 현황,,약국,연천군 약국 현황
경상북도 경상북도청내 흡연구역 현황,,흡연구역,경상북도청내 흡연구역 현황
인천광역시 서구 안경업소,,안경업소,서구 안경업소
경상북도 병원(종합병원)현황,,병원(종합병원)현황,경상북도 병원(종합병원)현황
부산광역시 금정구 약국 현황,,약국,금정구 약국 현황
서울특별시 종로구 자동심장충격기(AED),,자동심장충격기(AED),종로구 자동심장충격기(AED)
경상남도 남해군 세탁업소현황,,세탁업소현황,남해군 세탁업소현황
경상남도 남해군 숙박업소현황,,숙박업소현황,남해군 숙박업소현황
경상남도 남해군 이미용업소현황,,이미용업소현황,남해군 이미용업소현황
건강보험심사평가원 보건의료빅데이터개방시스템 상대가치통계,건강보험심사평가원,상대가치통계,보건의료빅데이터개방시스템 상대가치통계
건강보험심사평가원 보건의료빅데이터개방시스템 진료행위통계,건강보험심사평가원,진료행위통계,보건의료빅데이터개방시스템 진료행위통계
건강보험심사평가원 보건의료빅데이터개방시스템 4단상병통계,건강보험심사평가원,4단상병통계,보건의료빅데이터개방시스템 4단상병통계
건강보험심사평가원 보건의료빅데이터개방시스템 3단상병통계,건강보험심사평가원,3단상병통계,보건의료빅데이터개방시스템 3단상병통계
건강보험심사평가원 보건의료빅데이터개방시스템 다빈도질병통계,건강보험심사평가원,다빈도질병통계,보건의료빅데이터개방시스템 다빈도질병통계
대구광역시 북구 장례식장,,장례식장,북구 장례식장
전라남도 보성군 약국,,약국,보성군 약국
전라남도 보성군 병의원,,병의원,보성군 병의원
전라남도 보성군 흡연구역현황,,흡연구역현황,보성군 흡연구역현황
대구광역시 서구 병의원 현황,,병의원,서구 병의원 현황
경기도 포천시 의원 현황,,의원,포천시 의원 현황
경기도 포천시 병원현황,,병원현황,포천시 병원현황
대구광역시 서구 약국현황,,약국현황,서구 약국현황
인천광역시 중구 치과기공소 현황,,치과기공소,중구 치과기공소 현황
인천광역시 중구 의료기관현황,,의료기관현황,중구 의료기관현황
서울특별시 성북구 의료기관 현황,,의료기관,성북구 의료기관 현황
인천광역시 중구 흡연실 현황,,흡연실,중구 흡연실 현황
충청남도 부여군 병의원 현황,,병의원,부여군 병의원 현황
충청남도 부여군 마을회관 및 경로당 현황,,마을회관,부여군 마을회관 및 경로당 현황
충청남도 부여군 의료기기 설치 현황,,의료기기,부여군 의료기기 설치 현황
충청남도 부여군 의약품판매업소 현황,,의약품판매업소,부여군 의약품판매업소 현황
전라남도 광양시 보건소 의료장비 보유 현황,,보건소,광양시 보건소 의료장비 보유 현황
경상남도 함안군 경상남도 함안군 자원봉사단체현황 20200915,,자원봉사단체현황,함안군 경상남도 함안군 자원봉사단체현황 20200915
경상남도 함안군 경상남도 함안군 병의원정보 20200915,,병의원정보,함안군 경상남도 함안군 병의원정보 20200915
경상남도 남해군 목욕장업현황,,목욕장업현황,남해군 목욕장업현황
충청남도 서산시 의료기관현황,,의료기관현황,서산시 의료기관현황
강원도 소독의무대상시설 현황,,소독의무대상시설,소독의무대상시설 현황
전라북도 진안군 약국 현황,,약국,진안군 약국 현황
전라북도 진안군 의료기관 현황,,의료기관,진안군 의료기관 현황
전라남도 순천시 공중위생업 현황,,공중위생업,순천시 공중위생업 현황
전라남도 보건환경연구원 검사항목 및 검사수수료,,검사항목,보건환경연구원 검사항목 및 검사수수료
