,fname,provide,title,local,sub_loc,department,sub_dept,info
788,인천광역시 중구 치과기공소 현황,자치행정기관,인천광역시,인천광역시,중구,,,
789,인천광역시 중구 의료기관현황,자치행정기관,인천광역시,인천광역시,중구,,,
790,서울특별시 성북구 의료기관 현황,자치행정기관,서울특별시,서울특별시,성북구,,,
791,인천광역시 중구 흡연실 현황,자치행정기관,인천광역시,인천광역시,중구,,,
792,충청남도 부여군 병의원 현황,자치행정기관,충청남도,충청남도,부여군,,,
793,충청남도 부여군 마을회관 및 경로당 현황,자치행정기관,충청남도,충청남도,부여군,,,마을회관 및 경로당 현황
794,충청남도 부여군 의료기기 설치 현황,자치행정기관,충청남도,충청남도,부여군,,,의료기기 설치 현황
795,충청남도 부여군 의약품판매업소 현황,자치행정기관,충청남도,충청남도,부여군,,,
796,전라남도 광양시 보건소 의료장비 보유 현황,자치행정기관,전라남도,전라남도,광양시,,,보건소 의료장비 보유 현황
797,경상남도 함안군 경상남도 함안군 자원봉사단체현황 20200915,자치행정기관,경상남도,경상남도,함안군,,,경상남도 함안군 자원봉사단체현황 20200915
798,경상남도 함안군 경상남도 함안군 병의원정보 20200915,자치행정기관,경상남도,경상남도,함안군,,,경상남도 함안군 병의원정보 20200915
799,경상남도 남해군 목욕장업현황,자치행정기관,경상남도,경상남도,남해군,,,
800,충청남도 서산시 의료기관현황,자치행정기관,충청남도,충청남도,서산시,,,
801,강원도 소독의무대상시설 현황,자치행정기관,강원도,강원도,,,,
802,전라북도 진안군 약국 현황,자치행정기관,전라북도,전라북도,진안군,,,
803,전라북도 진안군 의료기관 현황,자치행정기관,전라북도,전라북도,진안군,,,
804,전라남도 순천시 공중위생업 현황,자치행정기관,전라남도,전라남도,순천시,,,
805,전라남도 보건환경연구원 검사항목 및 검사수수료,자치행정기관,전라남도,전라남도,,,,검사항목 및 검사수수료
806,근로복지공단 소속병원 산재입원환자 요양기간별 현황,공공기관,근로복지공단,,,근로복지공단,,산재입원환자 요양기간별 현황
807,근로복지공단 산재병원 급여별 환자진료수익,공공기관,근로복지공단,,,근로복지공단,,
808,근로복지공단 산재병원별 연도별 진료환자수,공공기관,근로복지공단,,,근로복지공단,,
809,근로복지공단 산재병원별 일평균 환자진료현황,공공기관,근로복지공단,,,근로복지공단,,
810,근로복지공단 소속병원 급여별 환자진료인원,공공기관,근로복지공단,,,근로복지공단,,
811,근로복지공단 산재병원별 환자진료실적,공공기관,근로복지공단,,,근로복지공단,,
812,근로복지공단 연도별 권역별 산재환자 현황,공공기관,근로복지공단,,,근로복지공단,,권역별 산재환자 현황
813,근로복지공단 소속병원 연도별 건강진단 및 작업환경측정 현황,공공기관,근로복지공단,,,근로복지공단,,연도별 건강진단 및 작업환경측정 현황
814,"근로복지공단 지사별, 의료기관 등급별 진료일수 현황",공공기관,근로복지공단,,,근로복지공단,,의료기관 등급별 진료일수 현황
815,전라남도 보건환경연구원홈페이지 환경관련상식,자치행정기관,전라남도,전라남도,,,,
816,근로복지공단 지사별 약제비 지급현황,공공기관,근로복지공단,,,근로복지공단,,
817,전라남도 함평군 기타의약업소현황,자치행정기관,전라남도,전라남도,함평군,,,
818,"근로복지공단 산재병원별, 요양기간별 외래환자 현황",공공기관,근로복지공단,,,근로복지공단,,요양기간별 외래환자 현황
819,서울특별시 동작구 숙박업 인허가 정보,자치행정기관,서울특별시,서울특별시,동작구,,,숙박업 인허가 정보
820,근로복지공단 산재병원 환자 진료 실적,공공기관,근로복지공단,,,근로복지공단,,환자 진료 실적
821,근로복지공단 의료기관별 종합의료 진료현황,공공기관,근로복지공단,,,근로복지공단,,
822,"보건복지부 면허 의료인수(의사수, 간호사수, 한의사수, 약사수)",국가행정기관,보건복지부,,,보건복지부,,"의료인수(의사수, 간호사수, 한의사수, 약사수)"
823,보건복지부 차상위본인부담경감 지원대상자 통계현황 2009~2018,국가행정기관,보건복지부,,,보건복지부,,지원대상자 통계현황 2009~2018
824,충청남도 서산시 소독업체현황,자치행정기관,충청남도,충청남도,서산시,,,
825,서울특별시 동작구 국민안심병원,자치행정기관,서울특별시,서울특별시,동작구,,,
826,서울특별시 동작구 선별진료소,자치행정기관,서울특별시,서울특별시,동작구,,,
827,전라남도 장애인센터현황,자치행정기관,전라남도,전라남도,,,,
828,경기도 구리시 병의원현황,자치행정기관,경기도,경기도,구리시,,,
829,경기도 구리시 기초생활보장수급자현황,자치행정기관,경기도,경기도,구리시,,,
830,경기도 구리시 소독업소현황,자치행정기관,경기도,경기도,구리시,,,
831,경기도 구리시 치과의원현황,자치행정기관,경기도,경기도,구리시,,,
832,충청남도 서산시 약국현황,자치행정기관,충청남도,충청남도,서산시,,,
833,근로복지공단 산재병원별 산재진료현황,공공기관,근로복지공단,,,근로복지공단,,
834,경상북도 응급 의료기관 현황,자치행정기관,경상북도,경상북도,,,,
835,경상북도 의료기관 현황,자치행정기관,경상북도,경상북도,,,,
836,경상북도 요양병원 현황,자치행정기관,경상북도,경상북도,,,,
837,충청남도 서산시 장애인재활시설,자치행정기관,충청남도,충청남도,서산시,,,
838,경기도 구리시 한의원현황,자치행정기관,경기도,경기도,구리시,,,
839,울산광역시 동구 의료기기판매업 및 소독업 현황,자치행정기관,울산광역시,울산광역시,동구,,,의료기기판매업 및 소독업 현황
840,울산광역시 동구 병의원 현황,자치행정기관,울산광역시,울산광역시,동구,,,
841,충청남도 홍성군 노인복지시설 현황,자치행정기관,충청남도,충청남도,홍성군,,,
842,부산광역시 연제구 산모신생아건강관리 지원사업 제공기관 현황,자치행정기관,부산광역시,부산광역시,연제구,,,산모신생아건강관리 지원사업 제공기관 현황
843,부산광역시 연제구 난임시술 지정 의료기관 현황,자치행정기관,부산광역시,부산광역시,연제구,,,난임시술 지정 의료기관 현황
844,제주특별자치도 제주시 동물등록업체현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
845,보건복지부 보건복지분야 연구개발 사업 특허건수,국가행정기관,보건복지부,,,보건복지부,,연구개발 사업 특허건수
846,경기도 부천시 의료급여대상자현황,자치행정기관,경기도,경기도,부천시,,,
847,부산광역시 사상구 의료기기 판매업소 현황,자치행정기관,부산광역시,부산광역시,사상구,,,의료기기 판매업소 현황
848,부산광역시 사상구 의료기관 현황,자치행정기관,부산광역시,부산광역시,사상구,,,
849,강원도 원주시 약국정보,자치행정기관,강원도,강원도,원주시,,,
850,충청남도 금산군 담배소매인지정현황,자치행정기관,충청남도,충청남도,금산군,,,
851,부산광역시 사상구 예방접종정보,자치행정기관,부산광역시,부산광역시,사상구,,,
852,전라남도 보건환경연구원자료실,자치행정기관,전라남도,전라남도,,,,
853,충청북도 진천군 진단용방사선발생장치 및 특수의료장비 현황,자치행정기관,충청북도,충청북도,진천군,,,진단용방사선발생장치 및 특수의료장비 현황
854,전라북도 장수군 공중위생관리 등급현황,자치행정기관,전라북도,전라북도,장수군,,,
855,전라북도 장수군 약국현황,자치행정기관,전라북도,전라북도,장수군,,,
856,건강보험심사평가원 보건의료빅데이터개방시스템 국민관심진료행위통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,보건의료빅데이터개방시스템,
857,건강보험심사평가원 보건의료빅데이터개방시스템 국민관심질병&행위통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,보건의료빅데이터개방시스템,
858,국민건강보험공단 환경성질환(천식) 의료이용정보,공공기관,국민건강보험공단,,,국민건강보험공단,,
859,국민건강보험공단 환경성질환(아토피) 의료이용정보,공공기관,국민건강보험공단,,,국민건강보험공단,,
860,국민건강보험공단 환경성질환(비염) 의료이용정보,공공기관,국민건강보험공단,,,국민건강보험공단,,
861,서울특별시 성북구 국민연금급여지급현황,자치행정기관,서울특별시,서울특별시,성북구,,,
862,건강보험심사평가원 보건의료빅데이터개방시스템 국민관심질병통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,보건의료빅데이터개방시스템,
863,건강보험심사평가원 보건의료빅데이터개방시스템 기타진료비통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,보건의료빅데이터개방시스템,
